B, 0.066
I(mA), V(mV)
29.46, .3391
26.48, 0.3039
22.42, 0.2575
19.41, 0.224
17.82, 0.2040
14.54, 0.1663
12.02, 0.1368,
9.48, 0.1070
6.72, 0.0751
3.75, 0.0403
