B, 0.030
I(mA), V(mV)
2.92, 0.0417
5.20, 0.0710
7.18, 0.0962
10.25, 0.1357
13.43, 0.1765
16.47, 0.2155
19.35, 0.2524
22.50, 0.2930
24.28, 0.3156,
28.46, 0.3696
29.26, 0.3795




